Frame,GT objects,reports,Targets,Global Hyp
435,18,13,16,60
436,18,14,15,128
437,18,15,16,24
438,18,13,15,24
439,18,14,15,12
440,18,14,14,12
441,18,14,14,18
442,18,15,15,36
443,18,15,15,54
444,18,14,16,18
445,18,14,16,55
446,17,13,15,117
447,17,12,14,52
448,17,13,14,8
449,17,13,15,16
450,17,13,14,20
451,17,13,13,35
452,17,14,14,12
453,17,13,13,18
454,17,14,14,6
455,17,15,15,22
456,17,13,14,24
457,17,15,16,10
458,17,15,16,20
459,17,14,15,90
460,17,15,15,60
461,17,16,16,120
462,17,16,16,60
463,17,17,17,168
464,17,15,16,108
465,17,15,16,60
466,17,16,16,120
467,17,14,16,480
468,17,16,16,40
469,17,16,16,40
470,17,16,16,40
471,17,16,16,40
472,17,14,16,80
473,16,14,16,40
474,16,14,16,36
475,16,13,14,120
476,16,13,14,48
477,16,13,14,48
478,16,13,13,48
479,15,12,13,12
480,15,13,13,12
481,15,13,13,24
482,15,14,14,24
483,15,12,13,24
484,15,13,14,24
485,15,12,14,48
486,15,12,12,24
487,16,13,13,12
488,16,12,12,24
489,16,13,13,24
490,16,13,13,12
491,16,13,13,48
492,17,12,13,12
493,17,14,14,12
494,17,12,13,24
495,17,13,13,36
496,17,13,13,24
497,17,12,13,24
498,17,12,14,12
499,17,13,14,24
500,18,13,14,48
501,18,13,14,12
502,18,12,13,24
503,18,12,13,24
504,18,13,14,12
505,18,13,15,24
506,18,13,13,288
507,18,13,13,204
508,18,14,14,24
509,18,14,14,24
510,18,13,14,24
511,18,15,15,48
512,18,14,15,144
513,18,13,14,12
514,18,14,14,24
515,18,16,16,96
516,18,15,16,144
517,18,15,15,128
518,18,14,14,64
519,18,14,15,24
