Frame,GT objects,reports,Targets,Global Hyp
101,7,5,5,1
102,7,5,5,1
103,7,5,5,1
104,7,5,5,1
105,7,5,5,1
106,7,5,5,1
107,7,5,5,1
108,7,5,5,1
109,7,5,5,1
110,7,5,5,1
111,7,5,5,1
112,7,5,5,1
113,7,5,5,1
114,7,4,5,1
115,7,4,5,1
116,7,4,5,1
117,7,4,4,1
118,7,4,4,2
119,7,4,4,1
120,7,4,4,1
121,7,4,4,1
122,7,4,4,1
123,7,4,4,1
124,7,4,4,1
125,7,4,4,1
126,7,4,4,2
127,7,4,4,1
128,7,4,4,1
129,7,4,4,1
130,7,4,4,1
131,7,4,4,1
132,7,4,4,1
133,7,4,4,1
134,8,4,4,1
135,8,4,4,1
136,8,4,4,1
137,8,5,5,1
138,8,5,5,2
139,8,5,5,2
140,8,5,5,1
141,8,5,5,1
142,8,5,5,2
143,9,5,5,1
144,10,5,5,1
145,10,5,5,1
146,10,5,5,1
147,10,5,5,2
148,10,5,5,2
149,10,5,5,1
150,10,5,5,1
151,10,4,5,2
152,10,4,6,1
153,10,4,5,2
154,10,4,4,2
155,10,5,5,2
156,10,5,5,2
157,10,5,6,1
158,10,5,5,2
159,10,5,5,2
160,10,5,5,1
161,10,5,5,2
162,10,5,5,1
163,10,4,5,1
164,10,4,5,1
165,10,4,5,1
166,10,4,4,2
167,10,5,5,1
168,10,5,5,1
169,10,5,5,2
170,10,5,6,2
171,10,6,7,6
172,10,6,7,2
173,10,6,6,1
174,10,6,7,1
175,10,6,6,1
176,10,6,6,1
177,10,6,6,1
178,10,6,6,1
179,10,5,6,1
180,11,5,6,1
181,11,5,6,1
182,11,7,7,1
183,11,7,7,2
184,11,7,8,4
185,12,6,6,2
186,12,6,6,1
187,12,6,8,2
188,12,6,8,1
189,12,5,7,1
190,12,6,6,1
191,12,6,6,1
192,12,6,6,2
193,12,6,7,1
194,12,7,8,1
195,12,8,8,2
196,12,7,8,1
197,12,8,10,1
198,12,8,11,2
199,12,8,10,4
200,11,8,8,4
201,11,7,7,1
202,11,6,7,1
203,11,7,8,2
204,11,6,6,1
205,12,7,7,2
206,12,7,7,1
207,12,8,8,2
208,12,8,8,8
209,12,7,7,1
210,12,8,8,1
211,12,8,9,1
212,13,8,9,1
213,13,9,10,1
214,13,9,9,2
215,13,8,8,1
216,13,8,8,1
217,13,8,8,1
218,13,9,10,1
219,13,9,10,1
220,12,9,12,1
221,13,8,9,1
222,13,9,9,2
223,13,9,9,8
224,13,9,9,2
225,13,9,9,1
226,13,9,9,2
227,13,10,10,1
228,13,10,10,2
229,13,10,10,1
230,13,9,10,2
231,13,9,9,2
232,13,9,9,1
233,13,9,9,1
234,13,8,9,1
235,13,8,9,2
236,13,8,10,1
237,13,7,8,2
238,13,7,8,1
239,13,8,9,2
240,13,8,8,12
241,13,7,8,1
242,13,7,8,2
243,13,7,8,2
244,13,7,7,1
245,13,7,8,1
246,13,7,8,1
247,13,7,8,1
248,13,7,7,1
249,13,8,8,1
250,13,8,8,1
251,13,8,8,1
252,13,7,8,1
253,13,7,9,1
254,13,7,9,1
255,13,7,7,2
256,13,7,7,1
257,13,7,7,1
258,13,7,7,1
259,13,7,7,1
260,13,7,7,1
261,13,7,7,1
262,13,7,7,1
263,13,7,7,1
264,13,7,7,1
265,13,7,7,2
266,13,7,7,1
267,13,7,7,1
268,13,7,7,1
269,13,7,7,1
270,13,7,7,1
271,13,7,7,1
272,13,7,7,1
273,13,7,7,1
274,13,7,7,1
275,13,7,7,1
276,13,7,7,1
277,13,7,7,1
278,13,7,7,1
279,13,7,7,1
280,13,7,7,1
281,13,7,7,1
282,13,7,7,2
283,13,6,7,1
284,13,6,7,1
285,13,6,7,1
286,13,6,6,1
287,13,5,6,1
288,13,5,6,1
289,13,5,6,1
290,12,5,5,1
291,12,5,5,1
292,12,6,6,1
293,12,6,6,1
294,12,7,7,1
295,12,7,7,1
296,12,6,7,1
297,12,6,7,1
298,12,6,7,1
299,12,6,6,1
300,12,6,6,1
301,12,6,6,1
302,12,6,6,1
303,12,6,6,2
304,12,6,6,1
305,12,6,6,1
306,12,6,6,1
307,12,6,6,1
308,12,6,6,1
309,12,5,6,1
310,12,5,6,1
311,12,5,6,1
312,12,5,5,1
313,12,5,5,1
314,12,5,5,1
315,12,5,5,1
316,12,5,5,1
317,12,5,5,1
318,12,5,5,1
319,12,5,5,1
320,12,5,5,1
321,12,4,5,1
322,12,4,5,1
323,12,4,5,1
324,12,4,4,1
325,12,5,5,1
326,12,5,5,1
327,12,5,5,1
328,12,5,5,1
329,12,5,5,1
330,12,5,5,1
331,12,6,6,1
332,12,6,6,1
333,12,6,6,1
334,12,6,6,1
335,12,6,6,1
336,12,6,6,1
337,11,6,6,1
338,11,6,6,1
339,11,6,6,1
340,11,5,6,1
341,11,5,6,1
342,11,5,6,1
343,11,5,5,1
344,11,5,5,1
345,11,5,5,1
346,11,5,5,1
347,11,5,5,1
348,11,5,5,1
349,11,6,6,1
350,11,7,7,1
351,11,4,6,1
352,11,5,6,1
353,11,5,6,1
354,11,5,5,1
355,11,5,5,1
356,11,5,5,1
357,11,5,5,1
358,11,5,5,1
359,11,5,5,1
360,12,5,5,1
361,12,5,5,1
362,12,4,5,1
363,12,4,5,1
364,12,6,6,1
365,12,5,6,1
366,12,5,6,1
367,12,5,5,1
368,12,5,6,1
369,12,5,6,1
370,12,6,7,1
371,12,6,6,1
372,12,6,6,1
373,12,6,6,1
374,12,6,6,2
375,12,6,6,1
376,12,5,7,1
377,12,6,8,1
378,12,6,7,3
379,12,6,6,1
380,13,6,6,1
381,13,5,7,1
382,11,5,7,1
383,11,6,7,1
384,11,6,6,1
385,11,6,6,1
386,11,6,7,1
387,11,7,7,1
388,11,6,7,1
389,11,6,7,1
390,11,6,7,1
391,11,6,6,2
392,10,6,6,1
393,10,6,6,1
394,10,6,6,1
395,10,6,6,1
396,10,6,6,1
397,10,6,6,1
398,9,6,6,1
399,9,6,6,1
400,9,6,6,2
401,9,6,6,1
402,9,6,6,1
403,9,6,6,1
404,9,6,6,1
405,9,6,6,1
406,9,6,6,1
407,9,6,6,2
408,9,5,6,1
409,9,5,6,1
410,9,4,6,1
411,9,4,5,1
412,9,4,5,1
413,9,4,4,1
414,9,4,4,1
415,9,4,4,1
416,9,4,4,1
417,9,4,4,1
418,9,4,4,1
419,9,4,4,1
420,9,5,5,1
421,9,5,5,1
422,9,5,5,1
423,9,5,5,1
424,10,5,5,1
425,10,5,5,1
426,10,6,6,1
427,10,6,6,1
428,9,6,6,1
429,9,6,6,1
430,9,6,6,1
431,9,6,6,1
432,9,6,6,1
433,9,6,6,1
434,9,6,6,1
435,9,6,6,2
436,9,6,6,1
437,10,6,6,1
438,10,6,6,1
439,11,7,7,1
440,11,7,7,2
441,11,7,7,1
442,11,7,8,2
443,11,7,7,1
444,10,8,8,1
445,10,8,8,1
446,11,7,8,1
447,11,7,8,2
448,11,6,8,1
449,11,6,8,2
450,11,6,7,8
451,11,6,6,2
452,11,5,6,2
453,11,4,6,1
454,11,5,7,1
455,11,5,6,2
456,11,5,5,2
457,11,5,5,2
458,11,5,5,1
459,11,5,5,2
460,11,5,5,2
461,11,5,5,2
462,11,5,6,1
463,11,6,7,1
464,11,6,7,1
465,11,6,6,2
466,12,6,7,2
467,12,7,8,2
468,12,6,7,1
469,11,6,6,1
470,11,7,7,1
471,10,7,7,2
472,10,7,7,1
473,10,7,7,1
474,10,7,7,1
475,10,7,7,1
476,10,7,7,1
477,10,6,7,1
478,10,6,7,1
479,10,6,7,1
480,10,6,6,2
481,11,6,6,1
482,11,8,8,1
483,11,7,7,1
484,11,7,8,1
485,11,7,8,1
486,11,7,8,1
487,11,7,7,2
488,11,6,7,1
489,11,6,7,2
490,10,6,7,2
491,10,6,7,4
492,10,6,7,2
493,10,6,7,1
494,10,6,6,1
495,10,6,6,1
496,10,7,7,4
497,10,7,8,1
498,10,7,8,1
499,10,7,9,2
500,10,7,7,4
501,10,7,7,1
502,10,7,7,1
503,10,7,7,1
504,10,8,8,1
505,10,8,8,1
506,10,8,9,1
507,10,7,8,1
508,10,7,8,2
509,9,7,8,4
510,9,7,7,4
511,10,7,7,1
