Frame,GT objects,reports,Targets,Global Hyp
608,5,2,2,1
609,6,2,3,1
610,6,3,4,1
611,6,5,6,2
612,5,4,4,2
613,5,5,6,2
614,5,5,7,3
615,5,4,8,4
616,7,5,7,3
617,6,5,5,16
618,6,6,9,6
619,6,5,8,9
620,6,5,8,10
621,6,6,7,10
622,6,5,6,8
623,6,5,5,9
624,7,5,5,2
625,7,5,5,4
626,7,5,6,1
627,8,4,7,2
628,8,5,7,4
629,8,5,6,12
630,8,5,7,54
631,8,4,7,72
632,8,4,5,45
633,8,5,7,6
634,7,4,6,12
635,7,4,6,3
636,6,5,6,2
637,6,4,5,1
638,6,4,4,2
639,6,5,6,1
640,6,5,6,4
641,6,4,6,1
642,6,4,4,1
643,6,5,5,1
644,5,5,5,1
645,5,5,5,1
646,5,5,5,4
647,5,5,5,6
648,5,4,5,1
649,5,5,5,1
650,5,4,5,1
651,5,4,5,1
652,5,4,5,1
653,5,4,4,1
654,5,4,4,1
655,5,4,4,1
656,7,4,5,4
657,7,4,5,3
658,7,3,6,1
659,7,4,5,1
660,8,3,5,1
661,8,5,5,1
662,8,5,5,1
663,8,5,5,1
664,8,5,6,2
665,8,5,6,1
666,8,6,6,2
667,8,6,7,1
668,8,5,6,4
669,7,7,7,4
670,7,6,7,2
671,7,5,10,2
672,7,5,8,4
673,7,6,9,2
674,7,6,7,16
675,7,6,9,6
676,8,6,7,4
677,8,6,7,4
678,8,6,6,3
679,8,7,7,10
680,8,6,7,1
681,8,6,6,1
682,8,6,6,1
683,8,5,7,1
684,9,5,7,2
685,9,5,6,1
686,9,4,6,1
687,9,6,6,1
688,9,5,6,1
689,9,5,6,2
690,8,8,8,2
691,8,5,7,4
692,9,5,7,12
693,9,5,7,24
694,9,5,7,8
695,9,4,6,1
696,9,5,7,2
697,9,5,6,1
698,9,5,7,1
699,9,6,6,1
700,10,5,6,1
701,10,5,7,2
702,10,5,6,4
703,10,5,7,2
704,8,7,8,4
705,7,7,8,12
706,7,7,7,8
707,6,6,9,9
708,6,5,8,2
709,7,5,5,1
710,8,6,6,1
711,8,6,8,2
712,7,6,7,4
713,7,5,6,2
714,6,4,7,2
715,6,5,7,3
716,6,5,8,8
717,6,5,5,12
718,6,5,6,2
719,7,6,8,1
720,8,5,7,4
721,8,6,7,8
722,9,5,6,2
723,9,6,6,1
724,9,7,7,1
725,9,6,7,2
726,9,7,8,2
727,9,7,9,1
728,8,7,8,1
729,8,6,8,2
730,8,6,7,2
731,7,6,6,1
732,9,6,6,2
733,9,6,7,3
734,9,5,6,3
735,8,5,6,3
736,7,6,6,6
737,7,7,7,1
738,7,7,8,2
739,8,7,7,4
740,8,7,7,4
741,8,8,8,3
742,7,6,7,3
743,7,7,8,1
744,8,7,8,1
745,8,6,9,1
746,9,7,8,4
747,9,8,9,6
748,9,8,8,12
749,9,7,9,6
750,9,7,9,2
751,10,6,8,16
752,10,8,9,6
753,11,9,9,4
754,11,8,9,5
755,11,8,8,10
756,11,7,8,2
757,11,5,9,1
758,12,6,10,4
759,12,6,8,6
760,12,6,8,4
761,12,8,9,6
762,12,9,9,96
763,11,7,9,1
764,12,7,8,1
765,12,8,9,1
766,12,7,9,1
767,12,6,9,4
768,13,9,10,24
769,13,7,8,9
770,13,8,10,2
771,13,7,10,6
772,15,7,9,2
773,15,9,9,8
774,15,8,9,3
775,14,7,10,8
776,15,7,10,6
777,15,8,9,4
778,15,8,8,36
779,15,8,10,12
780,14,9,11,6
781,14,9,11,4
782,14,10,11,1
783,14,9,10,8
784,13,8,10,6
785,12,8,12,3
786,10,7,12,4
787,10,5,10,3
788,10,7,13,1
789,10,7,11,2
790,10,5,10,8
791,10,7,10,4
792,11,5,5,4
793,11,5,5,16
794,11,6,6,9
795,11,6,6,2
796,11,7,9,2
797,11,7,8,1
798,11,7,8,1
799,11,10,11,2
800,11,9,10,2
801,11,9,10,4
802,11,7,9,2
803,11,8,8,3
804,12,6,8,48
805,12,7,8,150
806,12,7,9,160
807,11,7,8,72
808,11,8,11,36
809,11,7,9,8
810,11,8,10,6
811,11,7,9,4
812,13,7,8,4
813,13,7,9,6
814,13,9,9,6
815,13,9,10,1
816,13,11,11,1
817,13,10,11,4
818,13,11,11,2
819,13,11,12,6
820,12,12,13,20
821,12,11,13,9
822,12,9,14,12
823,12,9,15,8
824,11,10,13,12
825,11,9,11,3
826,11,10,13,4
827,11,9,11,12
828,11,9,12,9
829,11,9,10,4
830,11,8,10,1
831,11,8,10,4
832,11,7,10,2
